season,date,game,brand,asset,exposure,duration,qimv,exposure_impressions,sponsorship_impressions,qi_sponsorship_impressions
2022-2023,2023-03-21 00:00:00,LA Chargers,Chase,LED,67,164,14480,14602790,1191471,281437
2022-2023,2023-03-21 00:00:00,LA Chargers,Chevy,LED,28,79,5813,6102659,573941,112981
2022-2023,2023-03-21 00:00:00,LA Chargers,Citizens Financial,LED,39,103,6383,8500132,748302,124058
2022-2023,2023-03-21 00:00:00,LA Chargers,Coca-cola,LED,65,122,9556,14166886,886339,185726
2022-2023,2023-03-21 00:00:00,LA Chargers,Draftkings,LED,35,80,7076,7628323,581206,137525
2022-2023,2023-03-21 00:00:00,LA Chargers,Fan Duel,LED,36,87,6029,7846275,632061,117174
2022-2023,2023-03-21 00:00:00,LA Chargers,Miller Lite,LED,59,140,11966,12859173,1017110,232562
2022-2023,2023-03-21 00:00:00,LA Chargers,Miller,Jersey,345,1079,60531,75193471,7839010,1176479
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chevy,Virtual Branding,1,3,557,144293,14429,10163
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chase,Upper Bowl LED,2,6,459,309645,30965,8458
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Citizens Financial,Upper Bowl LED,1,1,62,154823,5161,1139
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Draftkings,Upper Bowl LED,1,3,283,154823,15482,5213
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller,Upper Bowl LED,1,1,86,154823,5161,1579
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller Lite,Upper Bowl LED,3,6,549,464468,30965,10129
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chase,Stanchion,18,155,7072,2786805,799916,130394
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Citizens Financial,Stanchion,18,124,6186,2786805,639933,114067
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Draftkings,Stanchion,70,98,4339,10837575,505754,80009
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Draftkings,Stanchion,16,99,4935,2477160,510914,90988
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Fan Duel,Stanchion,5,41,1954,774113,211591,36034
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Fan Duel,Stanchion,163,371,14371,25236068,1914638,264980
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller,Stanchion,12,89,4202,1857870,459307,77472
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller Lite,Stanchion,21,153,7409,3251273,789595,136611
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,United Air Lines,Stanchion,6,33,1666,928935,170305,30723
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chase,Scoreboard,12,32,1545,1857870,165144,28481
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Citizens Financial,Scoreboard,2,4,314,309645,20643,5791
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller,Scoreboard,1,4,391,154823,20643,7202
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chase,Pole Pad,16,130,9796,2308686,625269,178855
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chevrolet,Pole Pad,2,19,2651,288586,91386,48401
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chevy,Pole Pad,1,14,1515,144293,67337,27662
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Citizens,Pole Pad,1,27,3219,144293,129864,58776
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Citizens Financial,Pole Pad,1,9,812,144293,43288,14817
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Fan Duel,Pole Pad,1,14,1759,144293,67337,32113
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller,Pole Pad,1,14,1900,144293,67337,34692
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chase,Pole,16,253,16929,2477160,1305670,312136
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chevy,Pole,5,63,4416,774113,325127,81415
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Citizens Financial,Pole,7,121,7796,1083758,624451,143739
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Draftkings,Pole,14,147,9956,2167515,758630,183565
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Fan Duel,Pole,5,61,4219,774113,314806,77789
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller,Pole,6,123,8397,928935,634772,154821
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller Lite,Pole,16,228,15046,2477160,1176651,277416
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,United Air Lines,Pole,4,50,3098,619290,258038,57130
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chase,Player Tunnel,2,29,1684,288586,139483,30742
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chevrolet,Player Tunnel,2,4,299,288586,19239,5458
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Draftkings,Player Tunnel,211,405,15804,32667548,2090104,291398
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller Lite,Player Tunnel,1,3,223,144293,14429,4081
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Chevrolet,Lower Bowl LED,1,7,952,144293,33668,17383
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller,Jersey,1,14,1478,154823,72251,27260
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller Lite,Jersey,301,2739,213375,46601573,14135294,3934244
2022-2023,2023-03-27 00:00:00,Minnesota Wild ,Miller,Endzone,36,91,6849,5573610,469628,126279
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chevy,Virtual Branding,1,3,723,204369,20437,13206
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chevrolet,TVGI,2,17,3145,408738,115809,57422
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chevy,TVGI,1,5,1299,204369,34062,23714
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Fan Duel,TVGI,1,13,2098,204369,88560,38302
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Miller Lite,TVGI,1,15,2712,204369,102185,49519
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Draftkings,Stanchion,110,679,88694,22480590,4625552,1619310
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chase,Pole Pad,12,71,7255,2452428,483673,132461
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chevy,Pole Pad,1,11,1659,204369,74935,30296
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Citizens Financial,Pole Pad,1,1,172,204369,6812,3136
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Delta,Pole Pad,1,10,937,204369,68123,17099
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chase,Player Tunnel,35,441,45187,7152915,3004224,824982
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chevy,Player Tunnel,74,331,38692,15123306,2254871,706407
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Citizens Financial,Player Tunnel,16,175,18482,3269904,1192153,337430
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Coca-cola,Player Tunnel,15,189,19215,3065535,1287525,350818
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Draftkings,Player Tunnel,17,166,17248,3474273,1130842,314894
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Fan Duel,Player Tunnel,38,356,36378,7766022,2425179,664151
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Miller Lite,Player Tunnel,38,349,37052,7766022,2377493,676457
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Verizon,Player Tunnel,29,84,9435,5926701,572233,172250
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chase,Player Seatbacks,123,662,71741,25137387,4509743,1309793
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Miller Lite,Player Seatbacks,126,594,58553,25750494,4046506,1069022
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chase,On-Court,299,1196,135912,65487578,8731677,2572946
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Citizens Financial,On-Court,253,725,84568,55412566,5293032,1600943
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chase,LED,77,185,17127,16864694,1350636,324236
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Chevy,LED,29,63,5621,6351638,459946,106407
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Citizens Financial,LED,31,70,5116,6789682,511051,96849
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Coca-cola,LED,71,193,14076,15550562,1409042,266481
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Draftkings,LED,45,123,11460,9855990,897990,216952
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Fan Duel,LED,32,59,5261,7008704,430743,99590
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Miller Lite,LED,82,206,16871,17959804,1503951,319379
2022-2023,2023-03-28 00:00:00,Minnesota Wild ,Miller,Jersey,358,1073,61251,78409876,7833687,1159541
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chevy,Virtual Branding,1,3,610,157821,15782,11139
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chase,Upper Bowl LED,2,24,1933,400156,160062,33695
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Citizens Financial,Upper Bowl LED,1,1,146,200078,6669,2550
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller,Upper Bowl LED,3,4,423,600234,26677,7383
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller Lite,Upper Bowl LED,3,6,742,600234,40016,12941
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chase,Stanchion,20,166,10669,4001558,1107098,186002
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Citizens Financial,Stanchion,19,155,9533,3801480,1033736,166206
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Draftkings,Stanchion,10,68,4660,2000779,453510,81248
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Draftkings,Stanchion,205,395,23888,41015970,2634359,416468
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Fan Duel,Stanchion,6,40,2601,1200467,266771,45351
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Fan Duel,Stanchion,71,126,7017,14205531,840327,122336
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller,Stanchion,14,104,6939,2801091,693603,120980
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller Lite,Stanchion,12,95,6329,2400935,633580,110334
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,United Air Lines,Stanchion,4,29,1883,800312,193409,32821
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chase,Scoreboard,3,12,1150,600234,80031,20056
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chase,Scoreboard,25,90,5971,5001948,600234,104101
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,United Air Lines,Scoreboard,2,15,1979,400156,100039,34500
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chase,Pole Pad,11,91,7614,1736031,478724,139012
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chevrolet,Pole Pad,2,13,1809,315642,68389,33025
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chevy,Pole Pad,2,19,2615,315642,99953,47750
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Citizens,Pole Pad,1,7,883,157821,36825,16115
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Citizens Financial,Pole Pad,1,6,517,157821,31564,9435
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Fan Duel,Pole Pad,2,35,4746,315642,184125,86645
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller,Pole Pad,1,9,1343,157821,47346,24516
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,United Air Lines,Pole Pad,1,28,3475,157821,147300,63442
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chase,Pole,4,20,1925,800312,133385,33555
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chevy,Pole,7,83,8528,1400545,553549,148683
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Citizens,Pole,10,261,23394,2000779,1740678,407855
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Citizens Financial,Pole,13,184,16498,2601013,1227144,287632
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Draftkings,Pole,11,105,9023,2200857,700273,157301
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Fan Duel,Pole,4,58,4986,800312,386817,86918
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller,Pole,13,152,14971,2601013,1013728,261005
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller Lite,Pole,15,151,14800,3001169,1007059,258019
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,United Air Lines,Pole,7,54,5448,1400545,360140,94974
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chevrolet,Player Tunnel,1,9,589,157821,47346,10752
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Draftkings,Player Tunnel,221,563,29709,44217216,3754795,517938
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller Lite,Jersey,273,2708,282985,54621267,18060365,4933549
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,United Air Lines,Jersey,1,16,1680,200078,106708,29291
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Chase,Endzone,1,5,364,200078,33346,6352
2022-2023,2023-03-29 00:00:00,Winnipeg Jets ,Miller,Endzone,32,118,10593,6402493,786973,184686
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chevy,Virtual Branding,1,3,638,177635,17764,11555
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chase,Stanchion,30,201,13017,6148510,1373167,245246
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Citizens Financial,Stanchion,14,96,6226,2869305,655841,117309
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Draftkings,Stanchion,13,65,4418,2664354,444059,83234
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Draftkings,Stanchion,66,110,6238,13526722,751485,117532
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Fan Duel,Stanchion,154,301,17052,31562351,2056335,321283
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Fan Duel,Stanchion,8,36,2748,1639603,245940,51770
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Miller,Stanchion,10,57,3570,2049503,389406,67269
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Miller Lite,Stanchion,14,72,4786,2869305,491881,90179
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,United Air Lines,Stanchion,5,32,2085,1024752,218614,39285
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chase,Scoreboard,21,65,4532,4303957,444059,85388
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chase,Scoreboard,1,6,600,204950,40990,11301
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Citizens Financial,Scoreboard,1,2,200,204950,13663,3767
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Fan Duel,Scoreboard,1,5,462,204950,34158,8714
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Miller,Scoreboard,3,16,1178,614851,109307,22189
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chase,Pole Pad,8,60,5657,1421081,355270,102437
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chevrolet,Pole Pad,2,19,3205,355270,112502,58046
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chevy,Pole Pad,1,6,940,177635,35527,17028
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Citizens Financial,Pole Pad,1,7,586,177635,41448,10619
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Fan Duel,Pole Pad,2,25,3751,355270,148029,67925
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chase,Pole,21,345,29587,4303957,2356929,557452
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chevy,Pole,5,69,6774,1024752,471386,127633
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Citizens Financial,Pole,11,112,9774,2254454,765148,184147
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Draftkings,Pole,13,100,8848,2664354,683168,166698
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Fan Duel,Pole,7,61,4667,1434652,416732,87931
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Miller,Pole,5,110,10795,1024752,751485,203385
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Miller Lite,Pole,10,133,11644,2049503,908613,219378
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,United Air Lines,Pole,10,44,4261,2049503,300594,80287
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Draftkings,Player Tunnel,37,96,4887,7583162,655841,92081
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Citizens,Penalty Box,1,4,526,204950,27327,9906
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Chevrolet,Lower Bowl LED,1,6,1100,177635,35527,19924
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Miller Lite,Jersey,278,2520,256262,56976193,17215828,4828245
2022-2023,2023-04-02 00:00:00,Arizona Coyotes ,Miller,Endzone,10,22,2949,2049503,150297,55555
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Delta,Virtual Branding,1,1,82,569944,18998,12176
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Delta,Pole Pad,2,17,673,1139888,322968,100056
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Chase,Player Tunnel,8,219,8283,4559552,4160591,1232156
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Chevy,Player Tunnel,46,332,12897,26217424,6307380,1918337
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Citizens Financial,Player Tunnel,5,31,1153,2849720,588942,171441
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Coca-cola,Player Tunnel,2,60,2054,1139888,1139888,305547
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Delta,Player Tunnel,11,168,6072,6269384,3191686,903179
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Draftkings,Player Tunnel,3,28,1011,1709832,531948,150328
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Fan Duel,Player Tunnel,12,189,6764,6839328,3590647,1006075
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Miller Lite,Player Tunnel,43,302,11481,24507592,5737436,1707841
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Verizon,Player Tunnel,10,41,1410,5699440,778923,209686
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Chase,On-Court,317,1237,46693,180672248,23500691,6945189
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Citizens Financial,On-Court,248,738,29189,141346112,14020622,4341685
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Chase,LED,103,319,8704,58704232,6060405,1294637
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Chevy,LED,96,279,7355,54714624,5300479,1094038
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Citizens Financial,LED,61,164,3408,34766584,3115694,506967
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Coca-cola,LED,90,229,5403,51294960,4350573,803629
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Draftkings,LED,70,157,4397,39896080,2982707,653973
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Fan Duel,LED,59,156,3296,33626696,2963709,490260
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Miller Lite,LED,115,308,8198,65543560,5851425,1219401
2022-2023,2023-04-05 00:00:00,Arizona Coyotes ,Miller,Jersey,249,607,12377,141916056,11531867,1841005
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Citizens Financial,Upper Bowl LED,3,5,314,343706,19095,6111
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller Lite,Upper Bowl LED,1,2,92,114569,7638,1783
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chase,Stanchion,42,285,10249,4811883,1088402,199735
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Citizens Financial,Stanchion,25,122,4673,2864216,465912,91081
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Draftkings,Stanchion,18,95,3753,2062235,362801,73148
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Draftkings,Stanchion,25,48,1831,2864216,183310,35691
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Fan Duel,Stanchion,6,36,1361,687412,137482,26520
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Fan Duel,Stanchion,109,239,6432,12487981,912730,125357
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller,Stanchion,18,86,3152,2062235,328430,61429
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller Lite,Stanchion,22,133,4945,2520510,507921,96368
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,United Air Lines,Stanchion,8,28,1089,916549,106931,21223
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chase,Scoreboard,2,41,1714,229137,156577,33410
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chase,Scoreboard,32,84,3067,3666196,320792,59769
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Citizens Financial,Scoreboard,1,4,254,114569,15276,4959
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller,Scoreboard,1,2,106,114569,7638,2060
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chase,Pole Pad,15,140,8533,1472022,457962,154528
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chevrolet,Pole Pad,3,18,1614,294404,58881,29223
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chevy,Pole Pad,2,10,823,196270,32712,14900
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Citizens Financial,Pole Pad,1,11,472,98135,35983,8539
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Fan Duel,Pole Pad,1,14,1096,98135,45796,19844
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller Lite,Pole Pad,1,16,928,98135,52339,16806
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chase,Pole,31,437,19595,3551628,1668883,381891
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chevy,Pole,5,96,4626,572843,366620,90152
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Citizens Financial,Pole,13,150,7403,1489392,572843,144275
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Draftkings,Pole,14,163,7430,1603961,622490,144806
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Fan Duel,Pole,8,64,2927,916549,244413,57053
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller,Pole,8,120,5569,916549,458275,108529
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller Lite,Pole,17,232,10828,1947667,885997,211025
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,United Air Lines,Pole,9,45,2282,1031118,171853,44476
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Draftkings,Player Tunnel,51,132,3504,5843000,504102,68286
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller Lite,Player Tunnel,1,5,210,98135,16356,3803
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Citizens,Penalty Box,1,1,55,114569,3819,1072
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Chevrolet,Lower Bowl LED,1,10,896,98135,32712,16218
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller Lite,Jersey,343,2874,159991,39297042,10975675,3118051
2022-2023,2023-04-09 00:00:00,Detroit Red Wings,Miller,Endzone,20,45,2357,2291373,171853,45940
2022-2023,2023-04-10 00:00:00,Detroit Red Wings,Citizens Financial,Virtual Branding,3,18,2999,475094,95019,54314
2022-2023,2023-04-10 00:00:00,Detroit Red Wings,Chevrolet,TVGI,2,19,2358,316730,100298,42714
2022-2023,2023-04-10 00:00:00,Detroit Red Wings,Citizens Financial,TVGI,3,8,1593,475094,42231,28843
